Paese; Area ; Maschi ; Femmine ; Totale ; %
Gabon;Africa centro meridionale;0.0;2.0;2.0;0,00%
Repubblica Centrafricana;Africa centro meridionale;0.0;1.0;1.0;0,00%
Comore;Africa orientale;0.0;1.0;1.0;0,00%
Malawi;Africa orientale;0.0;1.0;1.0;0,00%
Zimbabwe (ex Rhodesia);Africa orientale;0.0;1.0;1.0;0,00%
Repubblica Popolare Cinese;Asia orientale;1.67;1.583;3.253;6,48%
Filippine;Asia orientale;876.0;1.093;1.969;3,92%
Bangladesh;Asia centro meridionale;1.13;276.0;1.406;2,80%
Pakistan;Asia centro meridionale;823.0;224.0;1.047;2,09%
Kirghizistan;Asia centro meridionale;192.0;754.0;946.0;1,88%
India;Asia centro meridionale;323.0;218.0;541.0;1,08%
Afghanistan;Asia centro meridionale;110.0;81.0;191.0;0,38%
Sri Lanka (ex Ceylon);Asia centro meridionale;65.0;34.0;99.0;0,20%
Siria;Asia occidentale;54.0;30.0;84.0;0,17%
Thailandia;Asia orientale;7.0;67.0;74.0;0,15%
Repubblica Islamica dell'Iran;Asia occidentale;32.0;25.0;57.0;0,11%
Libano;Asia occidentale;31.0;18.0;49.0;0,10%
Indonesia;Asia orientale;3.0;43.0;46.0;0,09%
Georgia;Asia occidentale;5.0;38.0;43.0;0,09%
Giappone;Asia orientale;5.0;34.0;39.0;0,08%
Kazakhstan;Asia centro meridionale;6.0;32.0;38.0;0,08%
Giordania;Asia occidentale;14.0;9.0;23.0;0,05%
Israele;Asia occidentale;18.0;5.0;23.0;0,05%
Repubblica di Corea (Corea del Sud);Asia orientale;4.0;12.0;16.0;0,03%
Territori dell'Autonomia Palestinese;Asia occidentale;11.0;2.0;13.0;0,03%
Iraq;Asia occidentale;12.0;1.0;13.0;0,03%
Nepal;Asia centro meridionale;5.0;7.0;12.0;0,02%
Armenia;Asia occidentale;4.0;8.0;12.0;0,02%
Azerbaigian;Asia occidentale;3.0;6.0;9.0;0,02%
Malaysia;Asia orientale;2.0;5.0;7.0;0,01%
Uzbekistan;Asia centro meridionale;2.0;5.0;7.0;0,01%
Singapore;Asia orientale;1.0;5.0;6.0;0,01%
Vietnam;Asia orientale;1.0;4.0;5.0;0,01%
Taiwan;Asia orientale;1.0;4.0;5.0;0,01%
Arabia Saudita;Asia occidentale;2.0;1.0;3.0;0,01%
Myanmar (ex Birmania);Asia orientale;3.0;0.0;3.0;0,01%
Bhutan;Asia centro meridionale;2.0;0.0;2.0;0,00%
Cambogia;Asia orientale;0.0;1.0;1.0;0,00%
Maldive;Asia centro meridionale;1.0;0.0;1.0;0,00%
Yemen;Asia occidentale;1.0;0.0;1.0;0,00%
Turkmenistan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Brasile;America centro meridionale;226.0;475.0;701.0;1,40%
Argentina;America centro meridionale;276.0;328.0;604.0;1,20%
Cuba;America centro meridionale;121.0;324.0;445.0;0,89%
Colombia;America centro meridionale;87.0;147.0;234.0;0,47%
Stati Uniti d'America;America settentrionale;105.0;98.0;203.0;0,40%
Perù;America centro meridionale;42.0;144.0;186.0;0,37%
Repubblica Dominicana;America centro meridionale;45.0;109.0;154.0;0,31%
Ecuador;America centro meridionale;49.0;77.0;126.0;0,25%
Venezuela;America centro meridionale;46.0;73.0;119.0;0,24%
Messico;America centro meridionale;25.0;53.0;78.0;0,16%
Bolivia;America centro meridionale;16.0;35.0;51.0;0,10%
Canada;America settentrionale;13.0;35.0;48.0;0,10%
Cile;America centro meridionale;17.0;27.0;44.0;0,09%
Dominica;America centro meridionale;15.0;25.0;40.0;0,08%
El Salvador;America centro meridionale;11.0;24.0;35.0;0,07%
Guatemala;America centro meridionale;12.0;11.0;23.0;0,05%
Costa Rica;America centro meridionale;6.0;14.0;20.0;0,04%
Paraguay;America centro meridionale;3.0;12.0;15.0;0,03%
Nicaragua;America centro meridionale;4.0;9.0;13.0;0,03%
Uruguay;America centro meridionale;4.0;9.0;13.0;0,03%
Honduras;America centro meridionale;1.0;8.0;9.0;0,02%
Haiti;America centro meridionale;2.0;5.0;7.0;0,01%
Giamaica;America centro meridionale;1.0;1.0;2.0;0,00%
Panama;America centro meridionale;0.0;2.0;2.0;0,00%
Australia;Oceania;13;14;27;0,05%
Nuova Zelanda;Oceania;10;3;13;0,03%
Apolidi;Apolidi;16;16;32;0,06%
