Paese; Area ; Maschi ; Femmine ; Totale ; %
Turkmenistan;Asia centro meridionale;4.0;1.0;5.0;0,01%
Kuwait;Asia occidentale;1.0;3.0;4.0;0,00%
Nepal;Asia centro meridionale;3.0;1.0;4.0;0,00%
Yemen;Asia occidentale;2.0;2.0;4.0;0,00%
Qatar;Asia occidentale;3.0;0.0;3.0;0,00%
Cambogia;Asia orientale;0.0;2.0;2.0;0,00%
Laos;Asia orientale;0.0;2.0;2.0;0,00%
Maldive;Asia centro meridionale;1.0;1.0;2.0;0,00%
Arabia Saudita;Asia occidentale;1.0;0.0;1.0;0,00%
Bhutan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Repubblica Democratica Popolare di Corea (Corea del Nord);Asia orientale;0.0;1.0;1.0;0,00%
Singapore;Asia orientale;0.0;1.0;1.0;0,00%
Tagikistan;Asia centro meridionale;1.0;0.0;1.0;0,00%
Ecuador;America centro meridionale;933.0;1.39;2.323;2,62%
Perù;America centro meridionale;612.0;842.0;1.454;1,64%
Brasile;America centro meridionale;218.0;494.0;712.0;0,80%
Repubblica Dominicana;America centro meridionale;267.0;402.0;669.0;0,76%
Stati Uniti d'America;America settentrionale;260.0;333.0;593.0;0,67%
Colombia;America centro meridionale;179.0;241.0;420.0;0,47%
Cuba;America centro meridionale;109.0;305.0;414.0;0,47%
Venezuela;America centro meridionale;90.0;141.0;231.0;0,26%
Argentina;America centro meridionale;73.0;105.0;178.0;0,20%
Messico;America centro meridionale;24.0;49.0;73.0;0,08%
Canada;America settentrionale;32.0;23.0;55.0;0,06%
Bolivia;America centro meridionale;17.0;15.0;32.0;0,04%
Cile;America centro meridionale;14.0;16.0;30.0;0,03%
El Salvador;America centro meridionale;10.0;13.0;23.0;0,03%
Uruguay;America centro meridionale;8.0;12.0;20.0;0,02%
Dominica;America centro meridionale;7.0;12.0;19.0;0,02%
Nicaragua;America centro meridionale;5.0;12.0;17.0;0,02%
Paraguay;America centro meridionale;3.0;13.0;16.0;0,02%
Guatemala;America centro meridionale;5.0;7.0;12.0;0,01%
Honduras;America centro meridionale;6.0;6.0;12.0;0,01%
Haiti;America centro meridionale;6.0;5.0;11.0;0,01%
Costa Rica;America centro meridionale;1.0;8.0;9.0;0,01%
Panama;America centro meridionale;1.0;2.0;3.0;0,00%
Antigua e Barbuda;America centro meridionale;0.0;1.0;1.0;0,00%
Giamaica;America centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;21;44;65;0,07%
Nuova Zelanda;Oceania;7;7;14;0,02%
Samoa;Oceania;0;1;1;0,00%
Apolidi;Apolidi;2;1;3;0,00%
