Paese; Area ; Maschi ; Femmine ; Totale ; %
Città del Vaticano;Altri paesi europei;1.0;0.0;1.0;0,00%
Cipro;Unione Europea;1.0;0.0;1.0;0,00%
Marocco;Africa settentrionale;8.295;6.734;15.029;15,48%
Nigeria;Africa occidentale;1.769;1.17;2.939;3,03%
Senegal;Africa occidentale;1.46;196.0;1.656;1,71%
Gambia;Africa occidentale;1.115;38.0;1.153;1,19%
Mali;Africa occidentale;1.043;23.0;1.066;1,10%
Tunisia;Africa settentrionale;534.0;323.0;857.0;0,88%
Egitto;Africa settentrionale;590.0;88.0;678.0;0,70%
Costa d'Avorio;Africa occidentale;476.0;81.0;557.0;0,57%
Ghana;Africa occidentale;468.0;51.0;519.0;0,53%
Algeria;Africa settentrionale;234.0;112.0;346.0;0,36%
Guinea;Africa occidentale;327.0;18.0;345.0;0,36%
Somalia;Africa orientale;193.0;116.0;309.0;0,32%
Burkina Faso (ex Alto Volta);Africa occidentale;169.0;10.0;179.0;0,18%
Camerun;Africa centro meridionale;92.0;72.0;164.0;0,17%
Libia;Africa settentrionale;75.0;49.0;124.0;0,13%
Eritrea;Africa orientale;52.0;53.0;105.0;0,11%
Guinea Bissau;Africa occidentale;94.0;0.0;94.0;0,10%
Sudan;Africa settentrionale;69.0;17.0;86.0;0,09%
Seychelles;Africa orientale;13.0;47.0;60.0;0,06%
Etiopia;Africa orientale;31.0;28.0;59.0;0,06%
Niger;Africa occidentale;40.0;17.0;57.0;0,06%
Tanzania;Africa orientale;5.0;47.0;52.0;0,05%
Sierra Leone;Africa occidentale;34.0;9.0;43.0;0,04%
Togo;Africa occidentale;32.0;11.0;43.0;0,04%
Repubblica del Congo;Africa centro meridionale;20.0;16.0;36.0;0,04%
Madagascar;Africa orientale;13.0;23.0;36.0;0,04%
Liberia;Africa occidentale;22.0;6.0;28.0;0,03%
Burundi;Africa orientale;13.0;12.0;25.0;0,03%
Kenya;Africa orientale;3.0;22.0;25.0;0,03%
Benin (ex Dahomey);Africa occidentale;23.0;1.0;24.0;0,02%
Repubblica democratica del Congo (ex Zaire);Africa centro meridionale;15.0;9.0;24.0;0,02%
Mauritius;Africa orientale;8.0;12.0;20.0;0,02%
Uganda;Africa orientale;6.0;12.0;18.0;0,02%
Ciad;Africa centro meridionale;12.0;2.0;14.0;0,01%
Gabon;Africa centro meridionale;14.0;0.0;14.0;0,01%
Guinea Equatoriale;Africa centro meridionale;10.0;0.0;10.0;0,01%
Mauritania;Africa occidentale;5.0;5.0;10.0;0,01%
Sud Africa;Africa centro meridionale;4.0;5.0;9.0;0,01%
Capo Verde;Africa occidentale;1.0;7.0;8.0;0,01%
Sud Sudan;Africa settentrionale;7.0;1.0;8.0;0,01%
Ruanda;Africa orientale;5.0;1.0;6.0;0,01%
Repubblica Centrafricana;Africa centro meridionale;5.0;0.0;5.0;0,01%
Mozambico;Africa orientale;1.0;3.0;4.0;0,00%
Angola;Africa centro meridionale;1.0;2.0;3.0;0,00%
Zambia;Africa orientale;2.0;1.0;3.0;0,00%
Malawi;Africa orientale;2.0;0.0;2.0;0,00%
Zimbabwe (ex Rhodesia);Africa orientale;0.0;2.0;2.0;0,00%
Gibuti;Africa orientale;0.0;1.0;1.0;0,00%
Namibia;Africa centro meridionale;0.0;1.0;1.0;0,00%
India;Asia centro meridionale;2.855;1.431;4.286;4,42%
Pakistan;Asia centro meridionale;2.427;274.0;2.701;2,78%
Repubblica Popolare Cinese;Asia orientale;1.375;1.324;2.699;2,78%
Filippine;Asia orientale;1.042;1.405;2.447;2,52%
Bangladesh;Asia centro meridionale;1.957;280.0;2.237;2,30%
Georgia;Asia occidentale;197.0;1.015;1.212;1,25%
Iraq;Asia occidentale;697.0;121.0;818.0;0,84%
Afghanistan;Asia centro meridionale;615.0;178.0;793.0;0,82%
Siria;Asia occidentale;185.0;158.0;343.0;0,35%
Sri Lanka (ex Ceylon);Asia centro meridionale;131.0;109.0;240.0;0,25%
Repubblica Islamica dell'Iran;Asia occidentale;49.0;31.0;80.0;0,08%
Indonesia;Asia orientale;10.0;52.0;62.0;0,06%
Territori dell'Autonomia Palestinese;Asia occidentale;29.0;18.0;47.0;0,05%
Libano;Asia occidentale;26.0;20.0;46.0;0,05%
Kazakhstan;Asia centro meridionale;3.0;26.0;29.0;0,03%
Giappone;Asia orientale;8.0;20.0;28.0;0,03%
Thailandia;Asia orientale;1.0;24.0;25.0;0,03%
Vietnam;Asia orientale;7.0;18.0;25.0;0,03%
Malaysia;Asia orientale;23.0;1.0;24.0;0,02%
Israele;Asia occidentale;17.0;4.0;21.0;0,02%
Armenia;Asia occidentale;3.0;9.0;12.0;0,01%
Giordania;Asia occidentale;6.0;4.0;10.0;0,01%
Timor Est;Asia orientale;7.0;3.0;10.0;0,01%
Uzbekistan;Asia centro meridionale;4.0;5.0;9.0;0,01%
Nepal;Asia centro meridionale;6.0;1.0;7.0;0,01%
Azerbaigian;Asia occidentale;2.0;5.0;7.0;0,01%
Kirghizistan;Asia centro meridionale;2.0;4.0;6.0;0,01%
Yemen;Asia occidentale;4.0;1.0;5.0;0,01%
Repubblica di Corea (Corea del Sud);Asia orientale;2.0;2.0;4.0;0,00%
Arabia Saudita;Asia occidentale;0.0;3.0;3.0;0,00%
Bhutan;Asia centro meridionale;3.0;0.0;3.0;0,00%
Turkmenistan;Asia centro meridionale;0.0;3.0;3.0;0,00%
Myanmar (ex Birmania);Asia orientale;2.0;0.0;2.0;0,00%
Tagikistan;Asia centro meridionale;1.0;1.0;2.0;0,00%
Kuwait;Asia occidentale;1.0;0.0;1.0;0,00%
Mongolia;Asia orientale;0.0;1.0;1.0;0,00%
Oman;Asia occidentale;1.0;0.0;1.0;0,00%
Singapore;Asia orientale;1.0;0.0;1.0;0,00%
Brasile;America centro meridionale;336.0;590.0;926.0;0,95%
Argentina;America centro meridionale;388.0;334.0;722.0;0,74%
Cuba;America centro meridionale;112.0;330.0;442.0;0,46%
Stati Uniti d'America;America settentrionale;96.0;120.0;216.0;0,22%
Venezuela;America centro meridionale;64.0;127.0;191.0;0,20%
Colombia;America centro meridionale;63.0;103.0;166.0;0,17%
Ecuador;America centro meridionale;70.0;75.0;145.0;0,15%
Repubblica Dominicana;America centro meridionale;44.0;90.0;134.0;0,14%
Canada;America settentrionale;48.0;55.0;103.0;0,11%
Perù;America centro meridionale;28.0;53.0;81.0;0,08%
Messico;America centro meridionale;16.0;50.0;66.0;0,07%
El Salvador;America centro meridionale;15.0;21.0;36.0;0,04%
Bolivia;America centro meridionale;8.0;23.0;31.0;0,03%
Paraguay;America centro meridionale;4.0;24.0;28.0;0,03%
Cile;America centro meridionale;13.0;13.0;26.0;0,03%
Uruguay;America centro meridionale;9.0;8.0;17.0;0,02%
Costa Rica;America centro meridionale;8.0;7.0;15.0;0,02%
Honduras;America centro meridionale;4.0;9.0;13.0;0,01%
Dominica;America centro meridionale;1.0;9.0;10.0;0,01%
Guatemala;America centro meridionale;3.0;3.0;6.0;0,01%
Haiti;America centro meridionale;4.0;2.0;6.0;0,01%
Panama;America centro meridionale;0.0;5.0;5.0;0,01%
Nicaragua;America centro meridionale;0.0;2.0;2.0;0,00%
Belize;America centro meridionale;1.0;0.0;1.0;0,00%
Suriname;America centro meridionale;1.0;0.0;1.0;0,00%
Trinidad e Tobago;America centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;20;16;36;0,04%
Tonga;Oceania;1;0;1;0,00%
Apolidi;Apolidi;7;6;13;0,01%
