Paese; Area ; Maschi ; Femmine ; Totale ; %
Nigeria;Africa occidentale;7.021;5.018;12.039;1,90%
Tunisia;Africa settentrionale;4.013;2.221;6.234;0,98%
Senegal;Africa occidentale;3.688;966.0;4.654;0,73%
Mali;Africa occidentale;2.556;113.0;2.669;0,42%
Etiopia;Africa orientale;879.0;1.409;2.288;0,36%
Somalia;Africa orientale;1.82;429.0;2.249;0,35%
Eritrea;Africa orientale;1.211;931.0;2.142;0,34%
Gambia;Africa occidentale;1.885;90.0;1.975;0,31%
Costa d'Avorio;Africa occidentale;1.254;346.0;1.6;0,25%
Algeria;Africa settentrionale;918.0;571.0;1.489;0,23%
Capo Verde;Africa occidentale;482.0;951.0;1.433;0,23%
Ghana;Africa occidentale;1.089;291.0;1.38;0,22%
Guinea;Africa occidentale;1.098;244.0;1.342;0,21%
Camerun;Africa centro meridionale;714.0;561.0;1.275;0,20%
Repubblica democratica del Congo (ex Zaire);Africa centro meridionale;529.0;536.0;1.065;0,17%
Libia;Africa settentrionale;623.0;386.0;1.009;0,16%
Repubblica del Congo;Africa centro meridionale;342.0;383.0;725.0;0,11%
Kenya;Africa orientale;231.0;482.0;713.0;0,11%
Madagascar;Africa orientale;200.0;395.0;595.0;0,09%
Burkina Faso (ex Alto Volta);Africa occidentale;342.0;219.0;561.0;0,09%
Togo;Africa occidentale;309.0;149.0;458.0;0,07%
Sudan;Africa settentrionale;372.0;71.0;443.0;0,07%
Sierra Leone;Africa occidentale;239.0;122.0;361.0;0,06%
Benin (ex Dahomey);Africa occidentale;200.0;143.0;343.0;0,05%
Tanzania;Africa orientale;140.0;141.0;281.0;0,04%
Angola;Africa centro meridionale;146.0;117.0;263.0;0,04%
Mauritius;Africa orientale;76.0;131.0;207.0;0,03%
Guinea Bissau;Africa occidentale;185.0;18.0;203.0;0,03%
Uganda;Africa orientale;99.0;99.0;198.0;0,03%
Ruanda;Africa orientale;93.0;85.0;178.0;0,03%
Niger;Africa occidentale;123.0;47.0;170.0;0,03%
Mauritania;Africa occidentale;135.0;30.0;165.0;0,03%
Burundi;Africa orientale;72.0;67.0;139.0;0,02%
Mozambico;Africa orientale;47.0;69.0;116.0;0,02%
Zambia;Africa orientale;62.0;47.0;109.0;0,02%
Liberia;Africa occidentale;68.0;26.0;94.0;0,01%
Sud Africa;Africa centro meridionale;42.0;50.0;92.0;0,01%
Gabon;Africa centro meridionale;50.0;41.0;91.0;0,01%
Zimbabwe (ex Rhodesia);Africa orientale;25.0;51.0;76.0;0,01%
Sud Sudan;Africa settentrionale;45.0;12.0;57.0;0,01%
Ciad;Africa centro meridionale;38.0;18.0;56.0;0,01%
Seychelles;Africa orientale;12.0;40.0;52.0;0,01%
Repubblica Centrafricana;Africa centro meridionale;29.0;20.0;49.0;0,01%
Guinea Equatoriale;Africa centro meridionale;20.0;20.0;40.0;0,01%
Malawi;Africa orientale;16.0;14.0;30.0;0,00%
Namibia;Africa centro meridionale;3.0;4.0;7.0;0,00%
São Tomé e Principe;Africa centro meridionale;1.0;6.0;7.0;0,00%
Botswana;Africa centro meridionale;3.0;2.0;5.0;0,00%
Lesotho;Africa centro meridionale;3.0;1.0;4.0;0,00%
Comore;Africa orientale;1.0;0.0;1.0;0,00%
Gibuti;Africa orientale;0.0;1.0;1.0;0,00%
Eswatini;Africa centro meridionale;1.0;0.0;1.0;0,00%
Perù;America centro meridionale;5.788;8.628;14.416;2,27%
Ecuador;America centro meridionale;2.923;4.032;6.955;1,10%
Brasile;America centro meridionale;1.823;4.11;5.933;0,94%
Colombia;America centro meridionale;1.573;2.039;3.612;0,57%
Stati Uniti d'America;America settentrionale;1.262;1.673;2.935;0,46%
Cuba;America centro meridionale;861.0;2.018;2.879;0,45%
Repubblica Dominicana;America centro meridionale;776.0;1.294;2.07;0,33%
El Salvador;America centro meridionale;742.0;1.158;1.9;0,30%
Venezuela;America centro meridionale;730.0;1.087;1.817;0,29%
Argentina;America centro meridionale;667.0;823.0;1.49;0,23%
Messico;America centro meridionale;651.0;791.0;1.442;0,23%
Bolivia;America centro meridionale;381.0;586.0;967.0;0,15%
Honduras;America centro meridionale;244.0;566.0;810.0;0,13%
Cile;America centro meridionale;229.0;267.0;496.0;0,08%
Canada;America settentrionale;205.0;227.0;432.0;0,07%
Paraguay;America centro meridionale;109.0;295.0;404.0;0,06%
Nicaragua;America centro meridionale;122.0;211.0;333.0;0,05%
Guatemala;America centro meridionale;103.0;226.0;329.0;0,05%
Dominica;America centro meridionale;55.0;86.0;141.0;0,02%
Uruguay;America centro meridionale;62.0;71.0;133.0;0,02%
Haiti;America centro meridionale;63.0;57.0;120.0;0,02%
Costa Rica;America centro meridionale;29.0;68.0;97.0;0,02%
Panama;America centro meridionale;13.0;45.0;58.0;0,01%
Giamaica;America centro meridionale;8.0;11.0;19.0;0,00%
Trinidad e Tobago;America centro meridionale;4.0;7.0;11.0;0,00%
Barbados;America centro meridionale;3.0;2.0;5.0;0,00%
Saint Lucia;America centro meridionale;2.0;3.0;5.0;0,00%
Antigua e Barbuda;America centro meridionale;2.0;2.0;4.0;0,00%
Bahamas;America centro meridionale;2.0;1.0;3.0;0,00%
Grenada;America centro meridionale;0.0;1.0;1.0;0,00%
Saint Vincent e Grenadine;America centro meridionale;0.0;1.0;1.0;0,00%
Saint Kitts e Nevis;America centro meridionale;1.0;0.0;1.0;0,00%
Australia;Oceania;115;146;261;0,04%
Nuova Zelanda;Oceania;24;39;63;0,01%
Samoa;Oceania;2;13;15;0,00%
Papua Nuova Guinea;Oceania;3;5;8;0,00%
Figi;Oceania;3;3;6;0,00%
Tonga;Oceania;2;1;3;0,00%
Vanuatu;Oceania;0;3;3;0,00%
Kiribati;Oceania;1;0;1;0,00%
Palau;Oceania;1;0;1;0,00%
Isole Salomone;Oceania;0;1;1;0,00%
Apolidi;Apolidi;91;73;164;0,03%
