Paese; Area ; Maschi ; Femmine ; Totale ; %
Repubblica Dominicana;America centro meridionale;920.0;1.376;2.296;0,41%
Colombia;America centro meridionale;548.0;906.0;1.454;0,26%
Argentina;America centro meridionale;457.0;512.0;969.0;0,17%
Venezuela;America centro meridionale;347.0;566.0;913.0;0,16%
Stati Uniti d'America;America settentrionale;359.0;521.0;880.0;0,16%
Messico;America centro meridionale;114.0;279.0;393.0;0,07%
Cile;America centro meridionale;128.0;186.0;314.0;0,06%
El Salvador;America centro meridionale;118.0;171.0;289.0;0,05%
Honduras;America centro meridionale;84.0;202.0;286.0;0,05%
Bolivia;America centro meridionale;70.0;141.0;211.0;0,04%
Paraguay;America centro meridionale;70.0;131.0;201.0;0,04%
Canada;America settentrionale;66.0;91.0;157.0;0,03%
Uruguay;America centro meridionale;42.0;59.0;101.0;0,02%
Dominica;America centro meridionale;32.0;36.0;68.0;0,01%
Nicaragua;America centro meridionale;13.0;33.0;46.0;0,01%
Costa Rica;America centro meridionale;15.0;25.0;40.0;0,01%
Panama;America centro meridionale;12.0;23.0;35.0;0,01%
Guatemala;America centro meridionale;11.0;23.0;34.0;0,01%
Haiti;America centro meridionale;20.0;10.0;30.0;0,01%
Giamaica;America centro meridionale;8.0;7.0;15.0;0,00%
Guyana;America centro meridionale;2.0;2.0;4.0;0,00%
Bahamas;America centro meridionale;0.0;1.0;1.0;0,00%
Belize;America centro meridionale;0.0;1.0;1.0;0,00%
Grenada;America centro meridionale;1.0;0.0;1.0;0,00%
Saint Lucia;America centro meridionale;0.0;1.0;1.0;0,00%
Suriname;America centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;30;42;72;0,01%
Nuova Zelanda;Oceania;20;18;38;0,01%
Samoa;Oceania;5;2;7;0,00%
Tonga;Oceania;1;0;1;0,00%
Apolidi;Apolidi;21;22;43;0,01%
