Paese; Area ; Maschi ; Femmine ; Totale ; %
Slovenia;Unione Europea;33.0;34.0;67.0;0,02%
San Marino;Altri paesi europei;23.0;18.0;41.0;0,01%
Malta;Unione Europea;14.0;26.0;40.0;0,01%
Lussemburgo;Unione Europea;16.0;11.0;27.0;0,01%
Montenegro;Europa centro orientale;10.0;13.0;23.0;0,01%
Cipro;Unione Europea;12.0;4.0;16.0;0,00%
Islanda;Altri paesi europei;5.0;4.0;9.0;0,00%
Principato di Monaco;Altri paesi europei;5.0;3.0;8.0;0,00%
Andorra;Altri paesi europei;1.0;2.0;3.0;0,00%
Marocco;Africa settentrionale;26.496;24.74;51.236;12,19%
Nigeria;Africa occidentale;7.259;6.582;13.841;3,29%
Egitto;Africa settentrionale;6.227;3.918;10.145;2,41%
Senegal;Africa occidentale;5.747;2.168;7.915;1,88%
Tunisia;Africa settentrionale;2.945;2.016;4.961;1,18%
Costa d'Avorio;Africa occidentale;2.348;1.301;3.649;0,87%
Mali;Africa occidentale;2.041;154.0;2.195;0,52%
Ghana;Africa occidentale;1.389;512.0;1.901;0,45%
Gambia;Africa occidentale;1.559;105.0;1.664;0,40%
Camerun;Africa centro meridionale;876.0;755.0;1.631;0,39%
Somalia;Africa orientale;909.0;239.0;1.148;0,27%
Guinea;Africa occidentale;939.0;137.0;1.076;0,26%
Burkina Faso (ex Alto Volta);Africa occidentale;557.0;225.0;782.0;0,19%
Algeria;Africa settentrionale;406.0;252.0;658.0;0,16%
Repubblica democratica del Congo (ex Zaire);Africa centro meridionale;278.0;301.0;579.0;0,14%
Sudan;Africa settentrionale;273.0;77.0;350.0;0,08%
Togo;Africa occidentale;235.0;105.0;340.0;0,08%
Repubblica del Congo;Africa centro meridionale;173.0;157.0;330.0;0,08%
Etiopia;Africa orientale;146.0;160.0;306.0;0,07%
Libia;Africa settentrionale;147.0;82.0;229.0;0,05%
Eritrea;Africa orientale;146.0;82.0;228.0;0,05%
Kenya;Africa orientale;68.0;114.0;182.0;0,04%
Guinea Bissau;Africa occidentale;160.0;6.0;166.0;0,04%
Benin (ex Dahomey);Africa occidentale;100.0;61.0;161.0;0,04%
Niger;Africa occidentale;115.0;36.0;151.0;0,04%
Sierra Leone;Africa occidentale;109.0;30.0;139.0;0,03%
Mauritius;Africa orientale;50.0;63.0;113.0;0,03%
Madagascar;Africa orientale;15.0;74.0;89.0;0,02%
Tanzania;Africa orientale;34.0;48.0;82.0;0,02%
Angola;Africa centro meridionale;46.0;32.0;78.0;0,02%
Liberia;Africa occidentale;61.0;16.0;77.0;0,02%
Sud Africa;Africa centro meridionale;29.0;41.0;70.0;0,02%
Ciad;Africa centro meridionale;56.0;13.0;69.0;0,02%
Capo Verde;Africa occidentale;29.0;39.0;68.0;0,02%
Gabon;Africa centro meridionale;33.0;30.0;63.0;0,01%
Burundi;Africa orientale;9.0;34.0;43.0;0,01%
Ruanda;Africa orientale;28.0;14.0;42.0;0,01%
Mauritania;Africa occidentale;27.0;12.0;39.0;0,01%
Uganda;Africa orientale;14.0;17.0;31.0;0,01%
Seychelles;Africa orientale;12.0;15.0;27.0;0,01%
Repubblica Centrafricana;Africa centro meridionale;13.0;11.0;24.0;0,01%
Mozambico;Africa orientale;7.0;16.0;23.0;0,01%
Guinea Equatoriale;Africa centro meridionale;5.0;8.0;13.0;0,00%
Sud Sudan;Africa settentrionale;7.0;3.0;10.0;0,00%
Zambia;Africa orientale;5.0;4.0;9.0;0,00%
Zimbabwe (ex Rhodesia);Africa orientale;3.0;4.0;7.0;0,00%
Namibia;Africa centro meridionale;4.0;2.0;6.0;0,00%
São Tomé e Principe;Africa centro meridionale;0.0;4.0;4.0;0,00%
Malawi;Africa orientale;2.0;1.0;3.0;0,00%
Comore;Africa orientale;1.0;1.0;2.0;0,00%
Gibuti;Africa orientale;1.0;1.0;2.0;0,00%
Eswatini;Africa centro meridionale;1.0;0.0;1.0;0,00%
Repubblica Popolare Cinese;Asia orientale;9.846;9.83;19.676;4,68%
Pakistan;Asia centro meridionale;6.409;1.714;8.123;1,93%
India;Asia centro meridionale;3.633;2.566;6.199;1,48%
Filippine;Asia orientale;2.596;3.463;6.059;1,44%
Bangladesh;Asia centro meridionale;4.395;1.324;5.719;1,36%
Repubblica Islamica dell'Iran;Asia occidentale;1.129;947.0;2.076;0,49%
Sri Lanka (ex Ceylon);Asia centro meridionale;956.0;876.0;1.832;0,44%
Afghanistan;Asia centro meridionale;1.055;277.0;1.332;0,32%
Thailandia;Asia orientale;47.0;477.0;524.0;0,12%
Siria;Asia occidentale;263.0;209.0;472.0;0,11%
Libano;Asia occidentale;305.0;102.0;407.0;0,10%
Giappone;Asia orientale;121.0;278.0;399.0;0,09%
Georgia;Asia occidentale;117.0;227.0;344.0;0,08%
Iraq;Asia occidentale;235.0;86.0;321.0;0,08%
Armenia;Asia occidentale;108.0;118.0;226.0;0,05%
Repubblica di Corea (Corea del Sud);Asia orientale;61.0;93.0;154.0;0,04%
Territori dell'Autonomia Palestinese;Asia occidentale;115.0;30.0;145.0;0,03%
Israele;Asia occidentale;62.0;56.0;118.0;0,03%
Indonesia;Asia orientale;12.0;95.0;107.0;0,03%
Uzbekistan;Asia centro meridionale;79.0;26.0;105.0;0,02%
Azerbaigian;Asia occidentale;61.0;44.0;105.0;0,02%
Kazakhstan;Asia centro meridionale;13.0;81.0;94.0;0,02%
Vietnam;Asia orientale;27.0;65.0;92.0;0,02%
Nepal;Asia centro meridionale;47.0;41.0;88.0;0,02%
Giordania;Asia occidentale;36.0;28.0;64.0;0,02%
Malaysia;Asia orientale;34.0;28.0;62.0;0,01%
Taiwan;Asia orientale;13.0;24.0;37.0;0,01%
Mongolia;Asia orientale;9.0;25.0;34.0;0,01%
Yemen;Asia occidentale;14.0;13.0;27.0;0,01%
Cambogia;Asia orientale;10.0;13.0;23.0;0,01%
Singapore;Asia orientale;6.0;17.0;23.0;0,01%
Kirghizistan;Asia centro meridionale;5.0;17.0;22.0;0,01%
Tagikistan;Asia centro meridionale;9.0;1.0;10.0;0,00%
Myanmar (ex Birmania);Asia orientale;0.0;6.0;6.0;0,00%
Repubblica Democratica Popolare di Corea (Corea del Nord);Asia orientale;2.0;4.0;6.0;0,00%
Oman;Asia occidentale;1.0;4.0;5.0;0,00%
Arabia Saudita;Asia occidentale;4.0;0.0;4.0;0,00%
Laos;Asia orientale;0.0;4.0;4.0;0,00%
Kuwait;Asia occidentale;2.0;1.0;3.0;0,00%
Bhutan;Asia centro meridionale;2.0;0.0;2.0;0,00%
Bahrein;Asia occidentale;0.0;1.0;1.0;0,00%
Emirati Arabi Uniti;Asia occidentale;1.0;0.0;1.0;0,00%
Maldive;Asia centro meridionale;1.0;0.0;1.0;0,00%
Turkmenistan;Asia centro meridionale;1.0;0.0;1.0;0,00%
Perù;America centro meridionale;4.846;7.15;11.996;2,85%
Brasile;America centro meridionale;1.749;3.581;5.33;1,27%
Ecuador;America centro meridionale;1.466;1.862;3.328;0,79%
Argentina;America centro meridionale;971.0;1.186;2.157;0,51%
Repubblica Dominicana;America centro meridionale;819.0;1.265;2.084;0,50%
Cuba;America centro meridionale;588.0;1.313;1.901;0,45%
Colombia;America centro meridionale;579.0;864.0;1.443;0,34%
El Salvador;America centro meridionale;563.0;720.0;1.283;0,31%
Venezuela;America centro meridionale;338.0;536.0;874.0;0,21%
Stati Uniti d'America;America settentrionale;375.0;482.0;857.0;0,20%
Bolivia;America centro meridionale;179.0;389.0;568.0;0,14%
Messico;America centro meridionale;97.0;227.0;324.0;0,08%
Cile;America centro meridionale;99.0;113.0;212.0;0,05%
Dominica;America centro meridionale;77.0;120.0;197.0;0,05%
Paraguay;America centro meridionale;40.0;98.0;138.0;0,03%
Canada;America settentrionale;52.0;64.0;116.0;0,03%
Uruguay;America centro meridionale;41.0;69.0;110.0;0,03%
Honduras;America centro meridionale;30.0;58.0;88.0;0,02%
Costa Rica;America centro meridionale;19.0;51.0;70.0;0,02%
Nicaragua;America centro meridionale;14.0;40.0;54.0;0,01%
Guatemala;America centro meridionale;18.0;16.0;34.0;0,01%
Panama;America centro meridionale;5.0;23.0;28.0;0,01%
Haiti;America centro meridionale;6.0;12.0;18.0;0,00%
Giamaica;America centro meridionale;2.0;6.0;8.0;0,00%
Antigua e Barbuda;America centro meridionale;1.0;2.0;3.0;0,00%
Bahamas;America centro meridionale;2.0;1.0;3.0;0,00%
Guyana;America centro meridionale;0.0;3.0;3.0;0,00%
Belize;America centro meridionale;0.0;1.0;1.0;0,00%
Saint Kitts e Nevis;America centro meridionale;0.0;1.0;1.0;0,00%
Trinidad e Tobago;America centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;32;57;89;0,02%
Nuova Zelanda;Oceania;11;11;22;0,01%
Papua Nuova Guinea;Oceania;9;1;10;0,00%
Figi;Oceania;0;1;1;0,00%
Samoa;Oceania;1;0;1;0,00%
Apolidi;Apolidi;36;34;70;0,02%
