Paese; Area ; Maschi ; Femmine ; Totale ; %
Repubblica del Congo;Africa centro meridionale;7.0;9.0;16.0;0,07%
Madagascar;Africa orientale;7.0;8.0;15.0;0,06%
Repubblica democratica del Congo (ex Zaire);Africa centro meridionale;3.0;12.0;15.0;0,06%
Etiopia;Africa orientale;9.0;5.0;14.0;0,06%
Liberia;Africa occidentale;13.0;1.0;14.0;0,06%
Libia;Africa settentrionale;9.0;3.0;12.0;0,05%
Repubblica Centrafricana;Africa centro meridionale;4.0;6.0;10.0;0,04%
Benin (ex Dahomey);Africa occidentale;8.0;1.0;9.0;0,04%
Capo Verde;Africa occidentale;3.0;6.0;9.0;0,04%
Mauritania;Africa occidentale;3.0;3.0;6.0;0,02%
Kenya;Africa orientale;2.0;3.0;5.0;0,02%
Ciad;Africa centro meridionale;4.0;0.0;4.0;0,02%
Mauritius;Africa orientale;2.0;2.0;4.0;0,02%
Tanzania;Africa orientale;1.0;3.0;4.0;0,02%
Gabon;Africa centro meridionale;2.0;1.0;3.0;0,01%
Sud Africa;Africa centro meridionale;1.0;2.0;3.0;0,01%
Mozambico;Africa orientale;0.0;2.0;2.0;0,01%
Ruanda;Africa orientale;0.0;2.0;2.0;0,01%
Sud Sudan;Africa settentrionale;2.0;0.0;2.0;0,01%
Guinea Equatoriale;Africa centro meridionale;0.0;1.0;1.0;0,00%
Uganda;Africa orientale;0.0;1.0;1.0;0,00%
Zambia;Africa orientale;1.0;0.0;1.0;0,00%
Repubblica Popolare Cinese;Asia orientale;540.0;485.0;1.025;4,23%
Bangladesh;Asia centro meridionale;950.0;59.0;1.009;4,17%
India;Asia centro meridionale;634.0;268.0;902.0;3,73%
Pakistan;Asia centro meridionale;619.0;61.0;680.0;2,81%
Georgia;Asia occidentale;48.0;388.0;436.0;1,80%
Afghanistan;Asia centro meridionale;75.0;31.0;106.0;0,44%
Siria;Asia occidentale;40.0;32.0;72.0;0,30%
Filippine;Asia orientale;11.0;52.0;63.0;0,26%
Sri Lanka (ex Ceylon);Asia centro meridionale;18.0;15.0;33.0;0,14%
Territori dell'Autonomia Palestinese;Asia occidentale;16.0;11.0;27.0;0,11%
Indonesia;Asia orientale;0.0;27.0;27.0;0,11%
Iraq;Asia occidentale;20.0;5.0;25.0;0,10%
Repubblica Islamica dell'Iran;Asia occidentale;11.0;11.0;22.0;0,09%
Vietnam;Asia orientale;0.0;16.0;16.0;0,07%
Giappone;Asia orientale;1.0;9.0;10.0;0,04%
Thailandia;Asia orientale;0.0;10.0;10.0;0,04%
Repubblica di Corea (Corea del Sud);Asia orientale;2.0;5.0;7.0;0,03%
Kazakhstan;Asia centro meridionale;1.0;6.0;7.0;0,03%
Myanmar (ex Birmania);Asia orientale;1.0;5.0;6.0;0,02%
Libano;Asia occidentale;3.0;3.0;6.0;0,02%
Timor Est;Asia orientale;0.0;5.0;5.0;0,02%
Nepal;Asia centro meridionale;3.0;1.0;4.0;0,02%
Kirghizistan;Asia centro meridionale;1.0;2.0;3.0;0,01%
Israele;Asia occidentale;1.0;1.0;2.0;0,01%
Bahrein;Asia occidentale;0.0;1.0;1.0;0,00%
Malaysia;Asia orientale;1.0;0.0;1.0;0,00%
Mongolia;Asia orientale;0.0;1.0;1.0;0,00%
Singapore;Asia orientale;0.0;1.0;1.0;0,00%
Uzbekistan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Armenia;Asia occidentale;0.0;1.0;1.0;0,00%
Azerbaigian;Asia occidentale;0.0;1.0;1.0;0,00%
Argentina;America centro meridionale;148;138;286;1,18%
Brasile;America centro meridionale;55;144;199;0,82%
Cuba;America centro meridionale;23;101;124;0,51%
Venezuela;America centro meridionale;22;59;81;0,33%
Repubblica Dominicana;America centro meridionale;14;43;57;0,24%
Stati Uniti d'America;America settentrionale;29;27;56;0,23%
Colombia;America centro meridionale;13;43;56;0,23%
Perù;America centro meridionale;7;20;27;0,11%
Ecuador;America centro meridionale;1;12;13;0,05%
Cile;America centro meridionale;6;6;12;0,05%
Canada;America settentrionale;4;6;10;0,04%
El Salvador;America centro meridionale;1;8;9;0,04%
Messico;America centro meridionale;1;7;8;0,03%
Paraguay;America centro meridionale;1;4;5;0,02%
Costa Rica;America centro meridionale;3;1;4;0,02%
Honduras;America centro meridionale;0;4;4;0,02%
Guatemala;America centro meridionale;1;2;3;0,01%
Nicaragua;America centro meridionale;0;3;3;0,01%
Uruguay;America centro meridionale;1;2;3;0,01%
Dominica;America centro meridionale;0;1;1;0,00%
Australia;Oceania;3;5;8;0,03%
Nuova Zelanda;Oceania;1;0;1;0,00%
Papua Nuova Guinea;Oceania;1;0;1;0,00%
