Paese; Area ; Maschi ; Femmine ; Totale ; %
Repubblica Popolare Cinese;Asia orientale;1.884;1.852;3.736;3,21%
India;Asia centro meridionale;1.834;1.331;3.165;2,72%
Georgia;Asia occidentale;160.0;1.209;1.369;1,18%
Afghanistan;Asia centro meridionale;1.039;119.0;1.158;1,00%
Filippine;Asia orientale;384.0;514.0;898.0;0,77%
Iraq;Asia occidentale;422.0;108.0;530.0;0,46%
Libano;Asia occidentale;192.0;81.0;273.0;0,23%
Repubblica Islamica dell'Iran;Asia occidentale;126.0;103.0;229.0;0,20%
Thailandia;Asia orientale;12.0;180.0;192.0;0,17%
Sri Lanka (ex Ceylon);Asia centro meridionale;110.0;56.0;166.0;0,14%
Armenia;Asia occidentale;54.0;58.0;112.0;0,10%
Giappone;Asia orientale;26.0;63.0;89.0;0,08%
Siria;Asia occidentale;47.0;25.0;72.0;0,06%
Nepal;Asia centro meridionale;29.0;29.0;58.0;0,05%
Territori dell'Autonomia Palestinese;Asia occidentale;29.0;23.0;52.0;0,04%
Uzbekistan;Asia centro meridionale;15.0;31.0;46.0;0,04%
Indonesia;Asia orientale;3.0;39.0;42.0;0,04%
Kazakhstan;Asia centro meridionale;3.0;27.0;30.0;0,03%
Giordania;Asia occidentale;14.0;12.0;26.0;0,02%
Repubblica di Corea (Corea del Sud);Asia orientale;7.0;18.0;25.0;0,02%
Vietnam;Asia orientale;3.0;19.0;22.0;0,02%
Israele;Asia occidentale;16.0;5.0;21.0;0,02%
Taiwan;Asia orientale;7.0;14.0;21.0;0,02%
Azerbaigian;Asia occidentale;9.0;9.0;18.0;0,02%
Mongolia;Asia orientale;5.0;7.0;12.0;0,01%
Kirghizistan;Asia centro meridionale;4.0;6.0;10.0;0,01%
Myanmar (ex Birmania);Asia orientale;4.0;4.0;8.0;0,01%
Cambogia;Asia orientale;3.0;4.0;7.0;0,01%
Malaysia;Asia orientale;2.0;5.0;7.0;0,01%
Laos;Asia orientale;1.0;1.0;2.0;0,00%
Singapore;Asia orientale;0.0;2.0;2.0;0,00%
Arabia Saudita;Asia occidentale;1.0;0.0;1.0;0,00%
Maldive;Asia centro meridionale;1.0;0.0;1.0;0,00%
Turkmenistan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Marocco;Africa settentrionale;2.153;2.087;4.24;3,64%
Ghana;Africa occidentale;1.372;1.004;2.376;2,04%
Nigeria;Africa occidentale;881.0;825.0;1.706;1,47%
Senegal;Africa occidentale;928.0;403.0;1.331;1,14%
Tunisia;Africa settentrionale;753.0;495.0;1.248;1,07%
Burkina Faso (ex Alto Volta);Africa occidentale;533.0;406.0;939.0;0,81%
Egitto;Africa settentrionale;416.0;162.0;578.0;0,50%
Algeria;Africa settentrionale;299.0;242.0;541.0;0,47%
Camerun;Africa centro meridionale;229.0;224.0;453.0;0,39%
Costa d'Avorio;Africa occidentale;197.0;146.0;343.0;0,29%
Togo;Africa occidentale;155.0;102.0;257.0;0,22%
Mali;Africa occidentale;135.0;46.0;181.0;0,16%
Etiopia;Africa orientale;59.0;120.0;179.0;0,15%
Repubblica democratica del Congo (ex Zaire);Africa centro meridionale;80.0;84.0;164.0;0,14%
Gambia;Africa occidentale;95.0;7.0;102.0;0,09%
Eritrea;Africa orientale;53.0;37.0;90.0;0,08%
Benin (ex Dahomey);Africa occidentale;39.0;38.0;77.0;0,07%
Sudan;Africa settentrionale;36.0;25.0;61.0;0,05%
Guinea;Africa occidentale;48.0;11.0;59.0;0,05%
Angola;Africa centro meridionale;33.0;21.0;54.0;0,05%
Repubblica del Congo;Africa centro meridionale;21.0;29.0;50.0;0,04%
Somalia;Africa orientale;32.0;15.0;47.0;0,04%
Kenya;Africa orientale;16.0;30.0;46.0;0,04%
Mauritania;Africa occidentale;30.0;11.0;41.0;0,04%
Niger;Africa occidentale;21.0;11.0;32.0;0,03%
Madagascar;Africa orientale;12.0;18.0;30.0;0,03%
Sud Africa;Africa centro meridionale;5.0;21.0;26.0;0,02%
Guinea Equatoriale;Africa centro meridionale;10.0;14.0;24.0;0,02%
Tanzania;Africa orientale;11.0;13.0;24.0;0,02%
Liberia;Africa occidentale;16.0;5.0;21.0;0,02%
Libia;Africa settentrionale;12.0;2.0;14.0;0,01%
Sierra Leone;Africa occidentale;7.0;7.0;14.0;0,01%
Burundi;Africa orientale;5.0;8.0;13.0;0,01%
Malawi;Africa orientale;4.0;9.0;13.0;0,01%
Mozambico;Africa orientale;3.0;9.0;12.0;0,01%
Ruanda;Africa orientale;3.0;7.0;10.0;0,01%
Uganda;Africa orientale;7.0;3.0;10.0;0,01%
Gabon;Africa centro meridionale;4.0;5.0;9.0;0,01%
Guinea Bissau;Africa occidentale;7.0;2.0;9.0;0,01%
Capo Verde;Africa occidentale;4.0;3.0;7.0;0,01%
Ciad;Africa centro meridionale;6.0;1.0;7.0;0,01%
Repubblica Centrafricana;Africa centro meridionale;3.0;3.0;6.0;0,01%
Mauritius;Africa orientale;2.0;1.0;3.0;0,00%
Zambia;Africa orientale;1.0;2.0;3.0;0,00%
Namibia;Africa centro meridionale;0.0;2.0;2.0;0,00%
Gibuti;Africa orientale;0.0;1.0;1.0;0,00%
Colombia;America centro meridionale;495.0;703.0;1.198;1,03%
Repubblica Dominicana;America centro meridionale;323.0;493.0;816.0;0,70%
Brasile;America centro meridionale;218.0;558.0;776.0;0,67%
Cuba;America centro meridionale;148.0;367.0;515.0;0,44%
Stati Uniti d'America;America settentrionale;266.0;193.0;459.0;0,39%
Venezuela;America centro meridionale;168.0;275.0;443.0;0,38%
Argentina;America centro meridionale;165.0;180.0;345.0;0,30%
Perù;America centro meridionale;91.0;141.0;232.0;0,20%
Ecuador;America centro meridionale;57.0;88.0;145.0;0,12%
Messico;America centro meridionale;27.0;80.0;107.0;0,09%
Cile;America centro meridionale;29.0;21.0;50.0;0,04%
Canada;America settentrionale;11.0;36.0;47.0;0,04%
El Salvador;America centro meridionale;13.0;25.0;38.0;0,03%
Honduras;America centro meridionale;10.0;21.0;31.0;0,03%
Bolivia;America centro meridionale;13.0;14.0;27.0;0,02%
Paraguay;America centro meridionale;7.0;14.0;21.0;0,02%
Uruguay;America centro meridionale;3.0;10.0;13.0;0,01%
Panama;America centro meridionale;4.0;6.0;10.0;0,01%
Dominica;America centro meridionale;4.0;5.0;9.0;0,01%
Guatemala;America centro meridionale;4.0;5.0;9.0;0,01%
Nicaragua;America centro meridionale;4.0;3.0;7.0;0,01%
Haiti;America centro meridionale;2.0;3.0;5.0;0,00%
Giamaica;America centro meridionale;1.0;3.0;4.0;0,00%
Costa Rica;America centro meridionale;2.0;1.0;3.0;0,00%
Saint Lucia;America centro meridionale;0.0;1.0;1.0;0,00%
Trinidad e Tobago;America centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;21;19;40;0,03%
Nuova Zelanda;Oceania;1;5;6;0,01%
Apolidi;Apolidi;5;10;15;0,01%
