Paese; Area ; Maschi ; Femmine ; Totale ; %
Guinea Bissau;Africa occidentale;53.0;0.0;53.0;0,04%
Burundi;Africa orientale;16.0;35.0;51.0;0,03%
Sierra Leone;Africa occidentale;35.0;15.0;50.0;0,03%
Kenya;Africa orientale;20.0;28.0;48.0;0,03%
Benin (ex Dahomey);Africa occidentale;31.0;13.0;44.0;0,03%
Sud Africa;Africa centro meridionale;17.0;23.0;40.0;0,03%
Repubblica del Congo;Africa centro meridionale;17.0;15.0;32.0;0,02%
Mauritius;Africa orientale;12.0;14.0;26.0;0,02%
Niger;Africa occidentale;24.0;2.0;26.0;0,02%
Madagascar;Africa orientale;4.0;20.0;24.0;0,02%
Tanzania;Africa orientale;13.0;9.0;22.0;0,01%
Liberia;Africa occidentale;14.0;6.0;20.0;0,01%
Ruanda;Africa orientale;6.0;11.0;17.0;0,01%
Guinea Equatoriale;Africa centro meridionale;3.0;10.0;13.0;0,01%
Mauritania;Africa occidentale;9.0;3.0;12.0;0,01%
Uganda;Africa orientale;7.0;3.0;10.0;0,01%
Repubblica Centrafricana;Africa centro meridionale;6.0;3.0;9.0;0,01%
Ciad;Africa centro meridionale;9.0;0.0;9.0;0,01%
Seychelles;Africa orientale;1.0;8.0;9.0;0,01%
Zambia;Africa orientale;2.0;7.0;9.0;0,01%
Gabon;Africa centro meridionale;3.0;5.0;8.0;0,01%
Mozambico;Africa orientale;3.0;4.0;7.0;0,00%
Zimbabwe (ex Rhodesia);Africa orientale;1.0;3.0;4.0;0,00%
Gibuti;Africa orientale;2.0;0.0;2.0;0,00%
Comore;Africa orientale;0.0;1.0;1.0;0,00%
Eswatini;Africa centro meridionale;0.0;1.0;1.0;0,00%
Sud Sudan;Africa settentrionale;1.0;0.0;1.0;0,00%
Ecuador;America centro meridionale;6.508;7.855;14.363;9,54%
Perù;America centro meridionale;1.989;2.787;4.776;3,17%
Repubblica Dominicana;America centro meridionale;1.75;2.256;4.006;2,66%
Brasile;America centro meridionale;425.0;932.0;1.357;0,90%
Colombia;America centro meridionale;340.0;584.0;924.0;0,61%
Cuba;America centro meridionale;207.0;523.0;730.0;0,48%
Venezuela;America centro meridionale;166.0;305.0;471.0;0,31%
Stati Uniti d'America;America settentrionale;163.0;280.0;443.0;0,29%
Cile;America centro meridionale;184.0;198.0;382.0;0,25%
Bolivia;America centro meridionale;143.0;230.0;373.0;0,25%
Argentina;America centro meridionale;132.0;182.0;314.0;0,21%
El Salvador;America centro meridionale;111.0;142.0;253.0;0,17%
Paraguay;America centro meridionale;65.0;186.0;251.0;0,17%
Messico;America centro meridionale;30.0;68.0;98.0;0,07%
Uruguay;America centro meridionale;27.0;35.0;62.0;0,04%
Canada;America settentrionale;19.0;31.0;50.0;0,03%
Dominica;America centro meridionale;16.0;29.0;45.0;0,03%
Honduras;America centro meridionale;11.0;21.0;32.0;0,02%
Costa Rica;America centro meridionale;8.0;17.0;25.0;0,02%
Haiti;America centro meridionale;8.0;12.0;20.0;0,01%
Guatemala;America centro meridionale;7.0;11.0;18.0;0,01%
Nicaragua;America centro meridionale;3.0;13.0;16.0;0,01%
Panama;America centro meridionale;3.0;11.0;14.0;0,01%
Guyana;America centro meridionale;0.0;3.0;3.0;0,00%
Giamaica;America centro meridionale;2.0;0.0;2.0;0,00%
Belize;America centro meridionale;1.0;0.0;1.0;0,00%
Bangladesh;Asia centro meridionale;5.663;2.301;7.964;5,29%
Repubblica Popolare Cinese;Asia orientale;2.742;2.748;5.49;3,65%
India;Asia centro meridionale;1.069;1.06;2.129;1,41%
Pakistan;Asia centro meridionale;1.523;323.0;1.846;1,23%
Sri Lanka (ex Ceylon);Asia centro meridionale;862.0;852.0;1.714;1,14%
Filippine;Asia orientale;609.0;902.0;1.511;1,00%
Repubblica Islamica dell'Iran;Asia occidentale;261.0;245.0;506.0;0,34%
Afghanistan;Asia centro meridionale;279.0;116.0;395.0;0,26%
Thailandia;Asia orientale;18.0;155.0;173.0;0,11%
Libano;Asia occidentale;113.0;49.0;162.0;0,11%
Siria;Asia occidentale;75.0;59.0;134.0;0,09%
Giappone;Asia orientale;30.0;103.0;133.0;0,09%
Georgia;Asia occidentale;20.0;105.0;125.0;0,08%
Kazakhstan;Asia centro meridionale;25.0;56.0;81.0;0,05%
Indonesia;Asia orientale;22.0;58.0;80.0;0,05%
Iraq;Asia occidentale;56.0;14.0;70.0;0,05%
Israele;Asia occidentale;22.0;20.0;42.0;0,03%
Repubblica di Corea (Corea del Sud);Asia orientale;12.0;26.0;38.0;0,03%
Azerbaigian;Asia occidentale;20.0;18.0;38.0;0,03%
Territori dell'Autonomia Palestinese;Asia occidentale;28.0;6.0;34.0;0,02%
Giordania;Asia occidentale;22.0;8.0;30.0;0,02%
Vietnam;Asia orientale;6.0;20.0;26.0;0,02%
Uzbekistan;Asia centro meridionale;3.0;23.0;26.0;0,02%
Malaysia;Asia orientale;6.0;15.0;21.0;0,01%
Kirghizistan;Asia centro meridionale;4.0;14.0;18.0;0,01%
Taiwan;Asia orientale;8.0;9.0;17.0;0,01%
Armenia;Asia occidentale;6.0;10.0;16.0;0,01%
Mongolia;Asia orientale;1.0;13.0;14.0;0,01%
Nepal;Asia centro meridionale;10.0;4.0;14.0;0,01%
Singapore;Asia orientale;2.0;7.0;9.0;0,01%
Myanmar (ex Birmania);Asia orientale;4.0;2.0;6.0;0,00%
Qatar;Asia occidentale;6.0;0.0;6.0;0,00%
Emirati Arabi Uniti;Asia occidentale;3.0;1.0;4.0;0,00%
Oman;Asia occidentale;2.0;2.0;4.0;0,00%
Arabia Saudita;Asia occidentale;2.0;1.0;3.0;0,00%
Cambogia;Asia orientale;1.0;2.0;3.0;0,00%
Laos;Asia orientale;1.0;2.0;3.0;0,00%
Repubblica Democratica Popolare di Corea (Corea del Nord);Asia orientale;1.0;1.0;2.0;0,00%
Yemen;Asia occidentale;2.0;0.0;2.0;0,00%
Tagikistan;Asia centro meridionale;1.0;1.0;2.0;0,00%
Bhutan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Maldive;Asia centro meridionale;1.0;0.0;1.0;0,00%
Turkmenistan;Asia centro meridionale;0.0;1.0;1.0;0,00%
Australia;Oceania;22;33;55;0,04%
Nuova Zelanda;Oceania;4;10;14;0,01%
Samoa;Oceania;2;0;2;0,00%
Figi;Oceania;1;0;1;0,00%
Apolidi;Apolidi;5;7;12;0,01%
